Trial,Tank,ColorID,SnailDensity,AggregationIndex,Length,Count
2,40,RY,16,4,15.3,1
2,40,Y,16,4,13.1,0
2,40,YB,16,4,13.1,0
2,40,YG,16,4,11.1,0
2,40,YP,16,4,12.2,0
2,41,B,2,5,13.2,0
2,41,R,2,5,17,0
2,42,B,4,5,16.3,1
2,42,G,4,5,14.4,0
2,42,P,4,5,13.5,1
2,42,R,4,5,15,0
2,43,B,6,5,15.6,0
2,43,G,6,5,13.5,0
2,43,P,6,5,12.7,0
2,43,R,6,5,14.4,0
2,43,RB,6,5,16.1,0
2,43,Y,6,5,14,0
2,44,B,7,5,11.4,0
2,44,G,7,5,16.8,0
2,44,P,7,5,14.2,2
2,44,R,7,5,14,0
2,44,RB,7,5,16.2,0
2,44,RP,7,5,17.1,2
2,44,Y,7,5,13.8,0
2,45,B,9,5,14.9,0
2,45,GB,9,5,12.7,0
2,45,P,9,5,13.8,0
2,45,R,9,5,15.2,0
2,45,RB,9,5,15.9,0
2,45,RG,9,5,13.6,0
2,45,RP,9,5,16.6,0
2,45,RY,9,5,12.2,0
2,45,Y,9,5,13.3,0
2,46,B,12,5,15.2,0
2,46,G,12,5,14.7,1
2,46,GB,12,5,16.8,0
2,46,P,12,5,14,1
2,46,PB,12,5,15.1,2
2,46,R,12,5,17,0
2,46,RB,12,5,13.7,0
2,46,RG,12,5,14.7,0
2,46,RP,12,5,17.6,0
2,46,RY,12,5,15.4,0
2,46,Y,12,5,16.6,0
2,46,YB,12,5,16.4,0
2,47,B,14,5,14.4,0
2,47,G,14,5,14.1,1
2,47,GB,14,5,15,3
2,47,GP,14,5,11.4,0
2,47,P,14,5,14.2,0
2,47,PB,14,5,14.9,1
2,47,R,14,5,13.7,0
2,47,RB,14,5,12.6,0
2,47,RG,14,5,14.4,0
2,47,RP,14,5,15.8,0
2,47,RY,14,5,14,1
2,47,Y,14,5,13.6,1
2,47,YB,14,5,10.7,3
2,47,YP,14,5,12,2
2,48,B,16,5,16.8,1
2,48,C,16,5,13.7,1
2,48,G,16,5,10.9,4
2,48,GB,16,5,13,1
2,48,GP,16,5,14.2,0
2,48,P,16,5,18,0
2,48,PB,16,5,14.9,3
2,48,R,16,5,15.4,0
2,48,RB,16,5,16,0
2,48,RG,16,5,16.2,0
2,48,RP,16,5,16,0
2,48,RY,16,5,13.8,0
2,48,Y,16,5,14.1,0
2,48,YB,16,5,11.1,0
2,48,YG,16,5,14.9,0
2,48,YP,16,5,14.1,0
2,49,B,2,6,15.2,0
2,49,R,2,6,13,0
2,50,B,4,6,13.3,0
2,50,G,4,6,15,0
2,50,P,4,6,13.3,0
2,50,R,4,6,17.5,0
2,51,B,6,6,14.8,0
2,51,G,6,6,15.8,1
2,51,P,6,6,12.5,0
2,51,R,6,6,14.5,0
2,51,RB,6,6,14.4,1
2,51,Y,6,6,18.6,0
2,52,B,8,6,14.4,0
2,52,G,8,6,14.7,0
2,52,P,8,6,15.1,3
2,52,R,8,6,17.1,0
2,52,RB,8,6,12.2,1
2,52,RG,8,6,15.5,0
2,52,RP,8,6,16.6,3
2,52,Y,8,6,14.1,1
2,53,B,10,6,15.2,0
2,53,G,10,6,17.4,0
2,53,P,10,6,17.7,0
2,53,PB,10,6,18.2,5
2,53,R,10,6,15.6,6
2,53,RB,10,6,14.8,0
2,53,RG,10,6,11.1,0
2,53,RP,10,6,14.1,0
2,53,RY,10,6,14.4,5
2,53,Y,10,6,11.5,6
2,54,B,12,6,14.4,0
2,54,G,12,6,16.7,0
2,54,GB,12,6,15.2,0
2,54,P,12,6,16.4,2
2,54,PB,12,6,11.3,0
2,54,R,12,6,14.7,4
2,54,RB,12,6,16.1,2
2,54,RG,12,6,10.8,0
2,54,RP,12,6,13.8,0
2,54,RY,12,6,15.6,2
2,54,Y,12,6,14.2,0
2,54,YB,12,6,13.3,4
2,55,B,14,6,13.6,0
2,55,G,14,6,14.7,0
2,55,GB,14,6,12.7,6
2,55,GP,14,6,14.7,0
2,55,P,14,6,14.3,0
2,55,PB,14,6,13,0
2,55,R,14,6,13.8,1
2,55,RB,14,6,16,1
2,55,RG,14,6,11.8,2
2,55,RP,14,6,12.1,1
2,55,RY,14,6,15.9,3
2,55,Y,14,6,16,1
2,55,YB,14,6,13.8,0
2,55,YP,14,6,9.8,7
2,56,B,15,6,16,0
2,56,C,15,6,12,0
2,56,G,15,6,15.5,0
2,56,GP,15,6,11.2,0
2,56,P,15,6,13.8,0
2,56,PB,15,6,13.4,1
2,56,R,15,6,16.2,0
2,56,RB,15,6,13.3,1
2,56,RG,15,6,15.9,0
2,56,RP,15,6,12.8,0
2,56,RY,15,6,15.1,0
2,56,Y,15,6,17,0
2,56,YB,15,6,16.9,0
2,56,YG,15,6,15.8,0
2,56,YP,15,6,11.2,0
